bootstrap_rep,path,path_type,K_Y_h8,K_G_h8,scenario,scenario_sign,dsa_margin_2036,direct_dy_margin_2036,Y_shortfall_2036,direct_pb_2036
23,debt,retained_single_feature,1.8632668899702343,0.9182149550393405,three_1pp_expansion_2028_2030,expansion,-0.20581780307630027,-2.996680839316481,-5.18467606671685,-2.522672346742096
24,trade,retained_single_feature,1.6652017352217288,0.5012646980904203,three_1pp_cut_2028_2030,cut,2.636139492431724,1.3143107369283804,2.7523164516108185,1.529836372614092
24,trade,retained_single_feature,1.6652017352217288,0.5012646980904203,three_1pp_expansion_2028_2030,expansion,-2.8381623877064754,-1.3143107369283804,-2.7523164516108185,-1.529836372614092
24,liq,retained_single_feature,1.6794821985594017,0.524818458458151,three_1pp_cut_2028_2030,cut,5.423837598133588,-0.3991683990892394,3.8336415416533196,1.6936775564239746
24,liq,retained_single_feature,1.6794821985594017,0.524818458458151,three_1pp_expansion_2028_2030,expansion,-5.4200677081522315,0.3991683990892394,-3.8336415416533196,-1.6936775564239746
24,debt,retained_single_feature,2.6680678271471208,0.6671510954498976,three_1pp_cut_2028_2030,cut,12.910082699858066,5.629935805494218,6.790867707504518,1.8477126403222925
24,debt,retained_single_feature,2.6680678271471208,0.6671510954498976,three_1pp_expansion_2028_2030,expansion,-12.18816211268846,-5.629935805494218,-6.790867707504518,-1.8477126403222925
25,trade,retained_single_feature,1.9623104521494805,0.7189663310317814,three_1pp_cut_2028_2030,cut,5.743486772295043,1.7961984783057299,4.884757653519909,1.8159175466897421
25,trade,retained_single_feature,1.9623104521494805,0.7189663310317814,three_1pp_expansion_2028_2030,expansion,-5.449191525657582,-1.7961984783057299,-4.884757653519909,-1.8159175466897421
25,liq,retained_single_feature,2.026158423083557,0.7036290056153744,three_1pp_cut_2028_2030,cut,6.8066466790438085,0.890412408922922,4.940661687120687,1.8302578052517477
25,liq,retained_single_feature,2.026158423083557,0.7036290056153744,three_1pp_expansion_2028_2030,expansion,-6.556714440131387,-0.890412408922922,-4.940661687120687,-1.8302578052517477
25,debt,retained_single_feature,1.8875150377091907,0.7076369776718023,three_1pp_cut_2028_2030,cut,4.158609346151692,3.358243190726582,4.669082769107527,1.9186810000838102
25,debt,retained_single_feature,1.8875150377091907,0.7076369776718023,three_1pp_expansion_2028_2030,expansion,-3.8842601237246868,-3.358243190726582,-4.669082769107527,-1.9186810000838102
26,trade,retained_single_feature,1.49890266921157,0.6507110704957836,three_1pp_cut_2028_2030,cut,4.628277631609606,2.606475781619888,3.9713942848932935,1.8730710730623277
26,trade,retained_single_feature,1.49890266921157,0.6507110704957836,three_1pp_expansion_2028_2030,expansion,-4.53509461942744,-2.606475781619888,-3.9713942848932935,-1.8730710730623277
26,liq,retained_single_feature,1.6770799219199026,0.6719375154971867,three_1pp_cut_2028_2030,cut,5.647754286056966,2.774020519295147,4.524678910144782,1.9992289911308112
26,liq,retained_single_feature,1.6770799219199026,0.6719375154971867,three_1pp_expansion_2028_2030,expansion,-5.462365747173166,-2.774020519295147,-4.524678910144782,-1.9992289911308112
26,debt,retained_single_feature,1.134864104657249,0.6368499624523503,three_1pp_cut_2028_2030,cut,1.4120663747058586,0.3043606215924169,3.0268593962431387,1.844787821788474
26,debt,retained_single_feature,1.134864104657249,0.6368499624523503,three_1pp_expansion_2028_2030,expansion,-1.3816575069774046,-0.3043606215924169,-3.0268593962431387,-1.844787821788474
27,trade,retained_single_feature,1.8957748186106906,0.7239104433150616,three_1pp_cut_2028_2030,cut,7.1932873510442334,2.831200014086581,4.997833720049454,1.7947814930305408
27,trade,retained_single_feature,1.8957748186106906,0.7239104433150616,three_1pp_expansion_2028_2030,expansion,-6.94411601368769,-2.831200014086581,-4.997833720049454,-1.7947814930305408
27,liq,retained_single_feature,2.5636264780495583,0.8540611271424288,three_1pp_cut_2028_2030,cut,9.190413746586103,4.845059872494103,6.842472871082025,2.2328564370130026
27,liq,retained_single_feature,2.5636264780495583,0.8540611271424288,three_1pp_expansion_2028_2030,expansion,-8.519371640352063,-4.845059872494103,-6.842472871082025,-2.2328564370130026
27,debt,retained_single_feature,1.539795732310092,0.7333870218860761,three_1pp_cut_2028_2030,cut,2.335749230891409,1.0310025356561061,4.300743701633687,1.9905553274541807
27,debt,retained_single_feature,1.539795732310092,0.7333870218860761,three_1pp_expansion_2028_2030,expansion,-2.1154940901213024,-1.0310025356561061,-4.300743701633687,-1.9905553274541807
28,trade,retained_single_feature,1.4392972203457584,0.6360013479464709,three_1pp_cut_2028_2030,cut,5.778244346383801,2.7640214435742134,3.7308883272304847,1.7024885514776527
28,trade,retained_single_feature,1.4392972203457584,0.6360013479464709,three_1pp_expansion_2028_2030,expansion,-5.714015492867688,-2.7640214435742134,-3.7308883272304847,-1.7024885514776527
28,liq,retained_single_feature,2.0056998044796304,0.7002339911519473,three_1pp_cut_2028_2030,cut,8.096886504329262,2.7542757356424556,5.226960080525267,2.0394491443342795
28,liq,retained_single_feature,2.0056998044796304,0.7002339911519473,three_1pp_expansion_2028_2030,expansion,-7.757042329086488,-2.7542757356424556,-5.226960080525267,-2.0394491443342795
28,debt,retained_single_feature,1.8307141492360925,0.7416968023716828,three_1pp_cut_2028_2030,cut,7.420671033498934,2.745656400402736,5.362627692324884,2.0880839931917388
28,debt,retained_single_feature,1.8307141492360925,0.7416968023716828,three_1pp_expansion_2028_2030,expansion,-7.011049283476851,-2.745656400402736,-5.362627692324884,-2.0880839931917388
