country,year,trade_z_lag1,debt_z_lag1,liq_z_lag1,log_gdp_pc_z_lag1
POL,2017,-0.4996664366858982,-0.23569010464725432,0.7938113329880488,-0.8155592899470402
POL,2018,-0.3513212492537302,-0.3375883464085874,0.7688602228713133,-0.6838865876798237
POL,2019,-0.32603513775961007,-0.39817649015856904,0.8327901366732106,-0.5242579916939555
POL,2020,-0.28508155326129125,-0.4807966861812715,0.8321020193990919,-0.40596240253221494
POL,2021,-0.4005052151403311,-0.1668399412950023,0.6973004446159536,-0.40527896982147465
POL,2022,-0.36193149995910545,-0.26598417652224526,0.6891327731241986,-0.21554481338651493
POL,2023,-0.16113002632933232,-0.3816524509540287,0.8034260382130343,-0.13765713951881495
POL,2024,,-0.3623744052153981,0.7246708678266773,-0.12071546501982447
POL,2025,,-0.21641205890862386,0.6885771594509644,-0.029371054281089024
PRT,1995,,,,
PRT,1996,-0.9399422603482158,-0.012615575385957714,0.05288990204441533,-1.0990497942812159
PRT,1997,-0.8770740458883262,0.01767849648903302,0.10243483714912985,-1.018379796490637
PRT,1998,-0.7507426496392741,-0.10900580407911055,0.14538586270255255,-0.9169242917611545
PRT,1999,-0.685692888305382,-0.1943800066359031,0.04066824853757029,-0.8067849888517878
PRT,2000,-0.6750826376000061,-0.19988801970408335,0.018925686418863955,-0.720931794984827
PRT,2001,-0.5572791064038725,-0.2329360981131642,0.01912181270013369,-0.6409966524487617
PRT,2002,-0.69580733290303,-0.14480788902228173,0.07154468117846806,-0.6089335254143897
PRT,2003,-0.8239236311399025,-0.07320371913593958,0.18993314871934971,-0.6031235732971734
PRT,2004,-0.8970054514189852,0.034202535693573545,0.14175903633610415,-0.6375757578033917
PRT,2005,-0.7656168328711092,0.12233074478445602,0.09607057959566709,-0.5972725693565533
PRT,2006,-0.7578822575905548,0.2627850780230504,0.08513342480918537,-0.5816708019087447
PRT,2007,-0.6126110680262992,0.3040951760344016,0.05694392616586635,-0.5440299959670254
PRT,2008,-0.6900559820533869,0.2765551106935008,0.11876643289430706,-0.4841196103783065
PRT,2009,-0.5680876795523396,0.353667293648023,0.25386463133478604,-0.4795572869338981
PRT,2010,-0.8762807561159619,0.6869020842729227,0.09558064883102346,-0.5654159546392628
PRT,2011,-0.7071117121592244,1.025644887966003,0.0904380456907063,-0.5213509304296854
PRT,2012,-0.8161890558593482,1.4139598092727041,0.05839206513513022,-0.5671194620163664
PRT,2013,-0.8506971609572054,1.816044763249856,-0.051307613090225676,-0.6650684050408749
PRT,2014,-0.6327407960000491,1.8766329069998382,-0.10993254390749979,-0.6767016287199726
PRT,2015,-0.38394529114222137,1.9234510180793691,-0.25609465182660596,-0.6435995135361662
PRT,2016,-0.3508254431460019,1.882140920068018,-0.30768961162667197,-0.5925903724050362
PRT,2017,-0.30471547512731334,1.8876489331361979,-0.32126225385289436,-0.5340197270300531
PRT,2018,-0.21378463497002823,1.7444405933635139,-0.3551031195898918,-0.4441539920452285
PRT,2019,-0.233815201722233,1.6094942731931,-0.3404650408919444,-0.36644498447455975
PRT,2020,-0.2867672940275659,1.4717939464885959,-0.32580140768726823,-0.3002847246212592
PRT,2021,-0.4678356845697713,1.9675151226248104,-0.5628540719457025,-0.5329945113090349
PRT,2022,-0.26574511505990556,1.6866064561476224,-0.5774994788304675,-0.3965895873381239
PRT,2023,-0.1221596662619246,1.336847626318182,-0.36313771110488274,-0.2345053722091106
PRT,2024,,0.9430246919433005,-0.3166674261690553,-0.18157474160170634
PRT,2025,,0.8493884697842375,-0.3501784131596292,-0.15280747318008414
ROU,1995,,,,
ROU,1996,-1.2703474505380452,-1.5438432083400428,0.595023182892737,-2.9153792001538124
